season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
2011,UTA,SAC,40,Al Jefferson,C.J. Miles,?,Francisco Elson,Ronnie Price,Beno Udrih,DeMarcus Cousins,Eugene Jeter,Francisco Garcia,Jason Thompson
2011,MIN,CLE,6,Corey Brewer,Darko Milicic,?,Sebastian Telfair,Wesley Johnson,Anderson Varejao,Anthony Parker,Jawad Williams,Leon Powe,Mo Williams
2011,CHI,BOS,13,C.J. Watson,Kyle Korver,Luol Deng,?,Taj Gibson,Jermaine O'Neal,Luke Harangody,Marquis Daniels,Nate Robinson,Paul Pierce
2011,IND,CHI,35,A.J. Price,?,Jeff Foster,Paul George,Tyler Hansbrough,C.J. Watson,Luol Deng,Omer Asik,Ronnie Brewer,Taj Gibson
2011,LAL,BOS,19,Andrew Bynum,?,Kobe Bryant,Metta World Peace,Pau Gasol,Glen Davis,Paul Pierce,Rajon Rondo,Ray Allen,Shaquille O'Neal
2011,OKC,GSW,19,Daequan Cook,Kendrick Perkins,Kevin Durant,Russell Westbrook,?,Al Thornton,David Lee,Ekpe Udoh,Reggie Williams,Stephen Curry
2011,DEN,PHO,19,Al Harrington,Arron Afflalo,J.R. Smith,?,Ty Lawson,Channing Frye,Hakim Warrick,Josh Childress,Steve Nash,Vince Carter
2011,DET,MEM,0,?,Greg Monroe,Rodney Stuckey,Tayshaun Prince,Tracy McGrady,Marc Gasol,Mike Conley,Rudy Gay,Sam Young,Zach Randolph
2011,ATL,MIL,37,Jamal Crawford,Jeff Teague,Jordan Crawford,Josh Powell,?,Corey Maggette,Earl Boykins,Ersan Ilyasova,Jon Brockman,Keyon Dooling
2011,NYK,POR,31,Landry Fields,Raymond Felton,Ronny Turiaf,?,Wilson Chandler,Brandon Roy,Fabricio Oberto,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews
2011,DAL,MIN,17,Dirk Nowitzki,?,J.J. Barea,Jason Terry,Peja Stojakovic,Anthony Randolph,Anthony Tolliver,Jonny Flynn,Martell Webster,Wayne Ellington
2011,IND,NJN,40,A.J. Price,?,Josh McRoberts,Mike Dunleavy,Solomon Jones,Ben Uzoh,Derrick Favors,Johan Petro,Quinton Ross,Stephen Graham
2011,WAS,BOS,44,?,John Wall,Jordan Crawford,Othyus Jeffers,Yi Jianlian,Carlos Arroyo,Glen Davis,Jeff Green,Jermaine O'Neal,Von Wafer
2011,DEN,OKC,37,Al Harrington,Carmelo Anthony,J.R. Smith,?,Ty Lawson,Eric Maynor,James Harden,Jeff Green,Nick Collison,Serge Ibaka
2011,POR,UTA,29,?,LaMarcus Aldridge,Marcus Camby,Nicolas Batum,Wesley Matthews,Al Jefferson,C.J. Miles,Deron Williams,Paul Millsap,Raja Bell
2011,ATL,DAL,34,Al Horford,?,Joe Johnson,Jordan Crawford,Maurice Evans,Brendan Haywood,DeShawn Stevenson,Jason Kidd,Jason Terry,Shawn Marion
2011,DAL,PHO,0,Caron Butler,DeShawn Stevenson,Dirk Nowitzki,?,Tyson Chandler,Channing Frye,Grant Hill,Jason Richardson,Robin Lopez,Steve Nash
2011,MEM,ATL,31,?,Mike Conley,O.J. Mayo,Rudy Gay,Sam Young,Al Horford,Jamal Crawford,Joe Johnson,Josh Powell,Marvin Williams
2011,UTA,GSW,14,?,C.J. Miles,Earl Watson,Jeremy Evans,Kyrylo Fesenko,Acie Law,Charlie Bell,Dan Gadzuric,Dorell Wright,Vladimir Radmanovic
2011,CLE,TOR,8,Anderson Varejao,?,Christian Eyenga,Daniel Gibson,Ramon Sessions,Amir Johnson,DeMar DeRozan,Ed Davis,Jose Calderon,Leandro Barbosa
2011,SAS,NYK,17,?,DeJuan Blair,Gary Neal,Richard Jefferson,Tony Parker,Amar'e Stoudemire,Danilo Gallinari,Landry Fields,Raymond Felton,Wilson Chandler
2011,HOU,LAC,36,?,Chase Budinger,Kyle Lowry,Luis Scola,Patrick Patterson,Al-Farouq Aminu,DeAndre Jordan,Eric Bledsoe,Ike Diogu,Randy Foye
2011,OKC,GSW,18,Jeff Green,Kevin Durant,Royal Ivey,?,Serge Ibaka,Charlie Bell,David Lee,Dorell Wright,Jeremy Lin,Stephen Curry
2011,HOU,ORL,6,Chase Budinger,Chuck Hayes,?,Kyle Lowry,Luis Scola,Brandon Bass,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Jason Richardson
2011,LAL,IND,23,?,Kobe Bryant,Lamar Odom,Metta World Peace,Pau Gasol,Brandon Rush,Danny Granger,Darren Collison,Josh McRoberts,Roy Hibbert
2011,UTA,NYK,17,?,C.J. Miles,Deron Williams,Earl Watson,Mehmet Okur,Amar'e Stoudemire,Henry Walker,Landry Fields,Raymond Felton,Wilson Chandler
2011,IND,POR,26,Danny Granger,Darren Collison,?,Mike Dunleavy,Roy Hibbert,Andre Miller,Joel Przybilla,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews
2011,CLE,IND,9,Antawn Jamison,?,Jamario Moon,Leon Powe,Ramon Sessions,Brandon Rush,Josh McRoberts,Mike Dunleavy,Roy Hibbert,T.J. Ford
2011,CLE,IND,28,Antawn Jamison,Christian Eyenga,J.J. Hickson,?,Ramon Sessions,Danny Granger,Darren Collison,Mike Dunleavy,Roy Hibbert,Tyler Hansbrough
2011,MIA,PHI,11,?,James Jones,Joel Anthony,Juwan Howard,LeBron James,Andre Iguodala,Andres Nocioni,Elton Brand,Jrue Holiday,Marreese Speights
2011,MIN,WAS,20,Corey Brewer,?,Kevin Love,Luke Ridnour,Martell Webster,John Wall,Kirk Hinrich,Nick Young,Rashard Lewis,Yi Jianlian
2011,TOR,MIL,25,Amir Johnson,Andrea Bargnani,DeMar DeRozan,Jose Calderon,?,Andrew Bogut,Chris Douglas-Roberts,Corey Maggette,Ersan Ilyasova,Keyon Dooling
2011,MEM,NJN,24,Hamed Haddadi,?,Rudy Gay,Tony Allen,Zach Randolph,Brook Lopez,Jordan Farmar,Sasha Vujacic,Stephen Graham,Troy Murphy
2011,MEM,BOS,42,Greivis Vasquez,Marc Gasol,Rudy Gay,?,Zach Randolph,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Shaquille O'Neal
2011,OKC,CLE,7,?,Kevin Durant,Russell Westbrook,Serge Ibaka,Thabo Sefolosha,Anderson Varejao,Daniel Gibson,J.J. Hickson,Jawad Williams,Mo Williams
2011,MIL,NOH,19,Andrew Bogut,Brandon Jennings,?,John Salmons,Luc Mbah a Moute,Chris Paul,David West,Jason Smith,Marco Belinelli,Willie Green
2011,SAS,PHO,0,DeJuan Blair,Manu Ginobili,?,Tim Duncan,Tony Parker,Channing Frye,Grant Hill,Jared Dudley,Robin Lopez,Steve Nash
2011,DEN,UTA,10,?,Carmelo Anthony,J.R. Smith,Melvin Ely,Ty Lawson,Al Jefferson,Deron Williams,Gordon Hayward,Paul Millsap,Raja Bell
2011,DET,UTA,46,Austin Daye,Ben Gordon,Greg Monroe,Rodney Stuckey,?,Al Jefferson,Andrei Kirilenko,Devin Harris,Paul Millsap,Raja Bell
2011,SAS,LAC,35,Antonio McDyess,George Hill,?,Tiago Splitter,Tony Parker,Al-Farouq Aminu,Blake Griffin,Rasual Butler,Ryan Gomes,Willie Warren
2011,HOU,NOH,11,?,Chuck Hayes,Jordan Hill,Kevin Martin,Kyle Lowry,Chris Paul,Didier Ilunga-Mbenga,Jason Smith,Marcus Thornton,Willie Green
2011,OKC,MEM,39,?,James Harden,Jeff Green,Nick Collison,Serge Ibaka,Darrell Arthur,Greivis Vasquez,Marc Gasol,Sam Young,Xavier Henry
2011,ATL,WAS,35,Jamal Crawford,Jordan Crawford,Josh Powell,Maurice Evans,?,Alonzo Gee,Hilton Armstrong,John Wall,Kevin Seraphin,Nick Young
2011,DEN,LAC,35,Al Harrington,?,Chauncey Billups,J.R. Smith,Melvin Ely,Craig Smith,DeAndre Jordan,Eric Gordon,Rasual Butler,Ryan Gomes
2011,MEM,MIN,16,Darrell Arthur,Mike Conley,O.J. Mayo,Rudy Gay,?,Corey Brewer,Kevin Love,Michael Beasley,Sebastian Telfair,Wayne Ellington
2011,OKC,DAL,9,James Harden,Kevin Durant,Nick Collison,Russell Westbrook,?,Caron Butler,Jason Kidd,Jason Terry,Shawn Marion,Tyson Chandler
2012,PHI,DET,23,Andre Iguodala,Elton Brand,Jrue Holiday,Lou Williams,?,Brandon Knight,Greg Monroe,Jason Maxiell,Tayshaun Prince,Will Bynum
2012,NYK,POR,18,?,Carmelo Anthony,Jeremy Lin,Landry Fields,Tyson Chandler,Gerald Wallace,Kurt Thomas,LaMarcus Aldridge,Luke Babbitt,Raymond Felton
2012,POR,OKC,37,Craig Smith,Kurt Thomas,Nicolas Batum,?,Wesley Matthews,Daequan Cook,James Harden,Nazr Mohammed,Nick Collison,Reggie Jackson
2012,LAL,GSW,29,Kobe Bryant,Metta World Peace,Pau Gasol,?,Troy Murphy,Brandon Rush,Charles Jenkins,David Lee,Dorell Wright,Jeremy Tyler
2012,DEN,MIA,32,Al Harrington,?,Danilo Gallinari,Timofey Mozgov,Ty Lawson,Chris Bosh,LeBron James,Mario Chalmers,Shane Battier,Udonis Haslem
2012,PHO,LAL,42,Channing Frye,Grant Hill,Jared Dudley,?,Steve Nash,Jason Kapono,Kobe Bryant,Pau Gasol,Steve Blake,Troy Murphy
2012,PHO,CLE,36,Channing Frye,Hakim Warrick,?,Michael Redd,Ronnie Price,Alonzo Gee,Antawn Jamison,Daniel Gibson,Ramon Sessions,Semih Erden
2012,DEN,GSW,21,?,Arron Afflalo,Danilo Gallinari,Kenneth Faried,Ty Lawson,Charles Jenkins,David Lee,Dorell Wright,Klay Thompson,Mickell Gladness
2012,DAL,POR,0,Brendan Haywood,Dirk Nowitzki,Jason Kidd,Shawn Marion,?,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews
2012,MIA,PHO,0,Chris Bosh,?,Dwyane Wade,LeBron James,Mario Chalmers,Channing Frye,Grant Hill,Jared Dudley,Marcin Gortat,Steve Nash
2012,PHO,SAC,22,Channing Frye,Grant Hill,Jared Dudley,?,Steve Nash,DeMarcus Cousins,Donte Greene,John Salmons,Marcus Thornton,Tyreke Evans
2012,MIL,POR,42,Beno Udrih,?,Ekpe Udoh,Larry Sanders,Mike Dunleavy,J.J. Hickson,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews
2012,ORL,IND,15,Chris Duhon,?,Glen Davis,J.J. Redick,Ryan Anderson,A.J. Price,Dahntay Jones,Lou Amundson,Paul George,Tyler Hansbrough
2012,BOS,NYK,26,?,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Amar'e Stoudemire,Carmelo Anthony,Jeremy Lin,Landry Fields,Tyson Chandler
2012,TOR,WAS,4,DeMar DeRozan,Jamaal Magloire,James Johnson,?,Jose Calderon,JaVale McGee,Jan Vesely,John Wall,Nick Young,Rashard Lewis
2012,WAS,CHA,31,?,Chris Singleton,Jan Vesely,John Wall,Kevin Seraphin,Bismack Biyombo,Byron Mullens,D.J. Augustin,Derrick Brown,Gerald Henderson
2012,WAS,OKC,43,?,Jan Vesely,John Wall,Jordan Crawford,Nick Young,James Harden,Kendrick Perkins,Kevin Durant,Russell Westbrook,Serge Ibaka
2012,NYK,BOS,12,Carmelo Anthony,Iman Shumpert,?,Jared Jeffries,Mike Bibby,Avery Bradley,Kevin Garnett,Marquis Daniels,Rajon Rondo,Sasha Pavlovic
2012,BOS,PHO,12,Brandon Bass,?,Kevin Garnett,Marquis Daniels,Mickael Pietrus,Channing Frye,Jared Dudley,Marcin Gortat,Shannon Brown,Steve Nash
2012,MIL,POR,18,?,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,J.J. Hickson,Jamal Crawford,Luke Babbitt,Nicolas Batum,Nolan Smith
2012,MIA,TOR,32,Chris Bosh,Dwyane Wade,?,LeBron James,Mario Chalmers,DeMar DeRozan,Ed Davis,Gary Forbes,Jamaal Magloire,Jose Calderon
2012,CLE,IND,25,Antawn Jamison,Daniel Gibson,Kyrie Irving,Omri Casspi,?,Dahntay Jones,Darren Collison,David West,Paul George,Roy Hibbert
2012,WAS,NYK,21,Chris Singleton,?,John Wall,Nick Young,Trevor Booker,Iman Shumpert,Jeremy Lin,Landry Fields,Steve Novak,Tyson Chandler
2012,CHI,DET,3,Carlos Boozer,?,Joakim Noah,Luol Deng,Ronnie Brewer,Ben Gordon,Brandon Knight,Greg Monroe,Jason Maxiell,Tayshaun Prince
2012,MIA,ATL,0,?,Dwyane Wade,Joel Anthony,LeBron James,Mario Chalmers,Al Horford,Jeff Teague,Joe Johnson,Josh Smith,Marvin Williams
2012,LAC,PHO,18,Caron Butler,DeAndre Jordan,Eric Bledsoe,?,Nick Young,Channing Frye,Michael Redd,Robin Lopez,Ronnie Price,Sebastian Telfair
2012,SAS,UTA,35,Gary Neal,Kawhi Leonard,Manu Ginobili,?,Tiago Splitter,Al Jefferson,DeMarre Carroll,Derrick Favors,Devin Harris,Gordon Hayward
2012,ATL,NYK,21,?,Joe Johnson,Josh Smith,Kirk Hinrich,Marvin Williams,Carmelo Anthony,Iman Shumpert,J.R. Smith,Landry Fields,Steve Novak
2012,ATL,MIL,43,Ivan Johnson,Jannero Pargo,?,Tracy McGrady,Vladimir Radmanovic,Brandon Jennings,Carlos Delfino,Drew Gooden,Luc Mbah a Moute,Shaun Livingston
2012,WAS,TOR,11,Andray Blatche,Nick Young,Rashard Lewis,?,Trevor Booker,Amir Johnson,Andrea Bargnani,Anthony Carter,James Johnson,Rasual Butler
2012,MIL,NJN,17,Beno Udrih,Brandon Jennings,?,Luc Mbah a Moute,Mike Dunleavy,Anthony Morrow,Armon Johnson,DeShawn Stevenson,Gerald Wallace,Johan Petro
2012,POR,DEN,24,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,?,Wesley Matthews,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson
2012,PHO,NOH,47,Channing Frye,?,Marcin Gortat,Shannon Brown,Steve Nash,Greivis Vasquez,Gustavo Ayon,Jarrett Jack,Jason Smith,Marco Belinelli
2012,MEM,NOH,20,Josh Davis,Marc Gasol,Mike Conley,?,Rudy Gay,Chris Kaman,DaJuan Summers,Emeka Okafor,Jarrett Jack,Marco Belinelli
2012,PHI,DEN,25,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,?,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson
2012,LAC,SAC,17,Blake Griffin,?,Kenyon Martin,Nick Young,Randy Foye,Donte Greene,Hassan Whiteside,Jimmer Fredette,Terrence Williams,Travis Outlaw
2012,TOR,DEN,45,Amir Johnson,?,DeMar DeRozan,Jose Calderon,Linas Kleiza,Al Harrington,Andre Miller,Arron Afflalo,Ty Lawson,Wilson Chandler
2012,OKC,BOS,20,?,Kendrick Perkins,Kevin Durant,Royal Ivey,Russell Westbrook,Avery Bradley,Greg Stiemsma,Mickael Pietrus,Paul Pierce,Ray Allen
2012,TOR,GSW,25,Aaron Gray,Amir Johnson,DeMar DeRozan,?,Jose Calderon,David Lee,Dominic McGuire,Dorell Wright,Ekpe Udoh,Monta Ellis
2012,SAC,NYK,0,?,DeMarcus Cousins,John Salmons,Marcus Thornton,Tyreke Evans,Carmelo Anthony,Josh Harrellson,Landry Fields,Toney Douglas,Tyson Chandler
2012,GSW,PHI,6,David Lee,Dorell Wright,?,Klay Thompson,Kwame Brown,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Spencer Hawes
2012,IND,ORL,34,A.J. Price,Danny Granger,?,Lou Amundson,Tyler Hansbrough,Chris Duhon,Dwight Howard,Earl Clark,J.J. Redick,Quentin Richardson
2012,TOR,DET,0,Aaron Gray,?,DeMar DeRozan,James Johnson,Jose Calderon,Brandon Knight,Greg Monroe,Jason Maxiell,Rodney Stuckey,Tayshaun Prince
2012,NYK,WAS,37,J.R. Smith,Josh Harrellson,Landry Fields,?,Steve Novak,Cartier Martin,Chris Singleton,Jan Vesely,John Wall,Roger Mason
2012,BOS,OKC,40,Brandon Bass,Mickael Pietrus,?,Rajon Rondo,Ray Allen,Daequan Cook,James Harden,Kevin Durant,Nick Collison,Russell Westbrook
2012,CHI,MIL,6,?,Derrick Rose,Joakim Noah,Kyle Korver,Ronnie Brewer,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,Larry Sanders,Shaun Livingston
2012,CLE,NYK,20,Anderson Varejao,Antawn Jamison,?,Kyrie Irving,Omri Casspi,Carmelo Anthony,Iman Shumpert,Jared Jeffries,Landry Fields,Tyson Chandler
2012,TOR,BOS,37,Alan Anderson,?,Ben Uzoh,Ed Davis,Linas Kleiza,Avery Bradley,Greg Stiemsma,Kevin Garnett,Mickael Pietrus,Sasha Pavlovic
2012,NYK,CHI,47,Amar'e Stoudemire,Carmelo Anthony,Iman Shumpert,Landry Fields,?,Carlos Boozer,Derrick Rose,Jimmy Butler,Joakim Noah,Kyle Korver
2012,MIL,WAS,41,Andrew Bogut,Beno Udrih,Brandon Jennings,Carlos Delfino,?,Chris Singleton,JaVale McGee,John Wall,Jordan Crawford,Rashard Lewis
2012,MIA,BOS,43,?,Dwyane Wade,LeBron James,Norris Cole,Udonis Haslem,Brandon Bass,Kevin Garnett,Keyon Dooling,Rajon Rondo,Ray Allen
2012,DET,PHI,25,Ben Wallace,Brandon Knight,Greg Monroe,?,Tayshaun Prince,Craig Brackins,Evan Turner,Jodie Meeks,Lavoy Allen,Spencer Hawes
2012,CHI,NOH,0,Carlos Boozer,Derrick Rose,?,Luol Deng,Richard Hamilton,Chris Kaman,Greivis Vasquez,Gustavo Ayon,Marco Belinelli,Trevor Ariza
2012,MIA,MIL,37,Chris Bosh,Mike Miller,Norris Cole,?,Udonis Haslem,Beno Udrih,Drew Gooden,Luc Mbah a Moute,Shaun Livingston,Stephen Jackson
2012,SAS,ATL,9,?,Kawhi Leonard,Richard Jefferson,Tiago Splitter,Tony Parker,Ivan Johnson,Jeff Teague,Joe Johnson,Josh Smith,Tracy McGrady
2012,PHI,ORL,34,Andre Iguodala,Jodie Meeks,?,Lou Williams,Thaddeus Young,Chris Duhon,Dwight Howard,Glen Davis,J.J. Redick,Quentin Richardson
2012,HOU,DEN,23,Courtney Lee,Goran Dragic,Kevin Martin,Luis Scola,?,Andre Miller,Corey Brewer,Kenneth Faried,Kosta Koufos,Ty Lawson
2012,GSW,ORL,7,?,Brandon Rush,David Lee,Monta Ellis,Nate Robinson,Dwight Howard,Glen Davis,Hedo Turkoglu,Jameer Nelson,Jason Richardson
2012,OKC,LAC,19,?,Kendrick Perkins,Kevin Durant,Russell Westbrook,Serge Ibaka,Blake Griffin,Chris Paul,DeAndre Jordan,Mo Williams,Randy Foye
2012,MIN,MEM,19,Anthony Tolliver,J.J. Barea,Michael Beasley,?,Wayne Ellington,Marc Gasol,Marreese Speights,Mike Conley,Rudy Gay,Tony Allen
2012,UTA,DAL,34,C.J. Miles,Derrick Favors,Earl Watson,?,Raja Bell,Dirk Nowitzki,Ian Mahinmi,Jason Kidd,Jason Terry,Lamar Odom
2012,LAC,UTA,37,?,Bobby Simmons,Eric Bledsoe,Kenyon Martin,Nick Young,Alec Burks,DeMarre Carroll,Derrick Favors,Earl Watson,Enes Kanter
2012,PHO,NJN,37,?,Markieff Morris,Michael Redd,Robin Lopez,Sebastian Telfair,DeShawn Stevenson,Deron Williams,Jordan Farmar,Kris Humphries,Mehmet Okur
2012,TOR,BOS,39,Aaron Gray,Alan Anderson,Ed Davis,?,Linas Kleiza,Avery Bradley,Brandon Bass,Kevin Garnett,Mickael Pietrus,Sasha Pavlovic
2012,NYK,WAS,31,?,Carmelo Anthony,J.R. Smith,Landry Fields,Tyson Chandler,Chris Singleton,James Singleton,John Wall,Jordan Crawford,Kevin Seraphin
2012,IND,NJN,0,Danny Granger,Darren Collison,?,Paul George,Roy Hibbert,Anthony Morrow,Deron Williams,Kris Humphries,Shawne Williams,Shelden Williams
2012,NYK,CLE,40,Carmelo Anthony,Iman Shumpert,J.R. Smith,?,Tyson Chandler,Anthony Parker,Lester Hudson,Luke Walton,Omri Casspi,Samardo Samuels
2012,NYK,CHA,39,?,Landry Fields,Renaldo Balkman,Toney Douglas,Tyson Chandler,Boris Diaw,Byron Mullens,Derrick Brown,Kemba Walker,Matt Carroll
2012,DAL,LAL,13,Brandan Wright,Dirk Nowitzki,Jason Terry,?,Rodrigue Beaubois,Andrew Bynum,Josh McRoberts,Matt Barnes,Metta World Peace,Ramon Sessions
2012,NYK,NOH,13,Amar'e Stoudemire,Iman Shumpert,?,Jeremy Lin,Steve Novak,Al-Farouq Aminu,Jarrett Jack,Solomon Jones,Trevor Ariza,Xavier Henry
2012,LAC,POR,12,?,Caron Butler,Mo Williams,Randy Foye,Ryan Gomes,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Raymond Felton
2012,TOR,NJN,34,?,Ed Davis,James Johnson,Jose Calderon,Leandro Barbosa,Deron Williams,Jordan Farmar,Kris Humphries,Shawne Williams,Shelden Williams
2012,MIA,PHI,31,Chris Bosh,?,Mario Chalmers,Ronny Turiaf,Shane Battier,Andre Iguodala,Elton Brand,Evan Turner,Lou Williams,Thaddeus Young
2012,LAC,WAS,45,Blake Griffin,Chris Paul,DeAndre Jordan,Mo Williams,?,JaVale McGee,John Wall,Jordan Crawford,Nick Young,Trevor Booker
2012,OKC,DET,5,James Harden,Kendrick Perkins,Kevin Durant,Russell Westbrook,?,Ben Wallace,Brandon Knight,Greg Monroe,Rodney Stuckey,Tayshaun Prince
2012,TOR,IND,23,?,DeMar DeRozan,Gary Forbes,James Johnson,Jose Calderon,Danny Granger,Darren Collison,Paul George,Roy Hibbert,Tyler Hansbrough
2012,TOR,NYK,13,Amir Johnson,?,Gary Forbes,Jose Calderon,Linas Kleiza,Baron Davis,Iman Shumpert,J.R. Smith,Josh Harrellson,Steve Novak
2012,PHI,MIA,9,Andre Iguodala,Jodie Meeks,Lavoy Allen,Lou Williams,?,Joel Anthony,LeBron James,Mario Chalmers,Shane Battier,Udonis Haslem
2012,ORL,TOR,39,?,Dwight Howard,Glen Davis,Hedo Turkoglu,J.J. Redick,Anthony Carter,DeMar DeRozan,Ed Davis,Jamaal Magloire,Leandro Barbosa
2012,MEM,POR,18,Dante Cunningham,?,Josh Selby,O.J. Mayo,Quincy Pondexter,Craig Smith,Hasheem Thabeet,Jamal Crawford,Nolan Smith,Wesley Matthews
2012,CHI,CHA,25,C.J. Watson,Carlos Boozer,Luol Deng,Omer Asik,?,Byron Mullens,D.J. Augustin,Gerald Henderson,Kemba Walker,Tyrus Thomas
2012,ATL,CHI,0,Jeff Teague,Joe Johnson,?,Kirk Hinrich,Zaza Pachulia,C.J. Watson,Carlos Boozer,Joakim Noah,Luol Deng,Ronnie Brewer
2012,SAC,HOU,23,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Terrence Williams,?,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert
2012,IND,NJN,35,?,Lance Stephenson,Lou Amundson,Paul George,Tyler Hansbrough,Anthony Morrow,Johan Petro,Jordan Farmar,Kris Humphries,Sundiata Gaines
2012,GSW,MEM,24,?,Dorell Wright,Ekpe Udoh,Monta Ellis,Stephen Curry,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,Tony Allen
2012,IND,NJN,25,Danny Granger,Darren Collison,David West,?,Roy Hibbert,DeShawn Stevenson,Deron Williams,Kris Humphries,MarShon Brooks,Shelden Williams
2012,OKC,LAC,40,Derek Fisher,?,Kevin Durant,Nick Collison,Russell Westbrook,Blake Griffin,Eric Bledsoe,Kenyon Martin,Mo Williams,Randy Foye
2012,PHI,CHA,38,Evan Turner,Jodie Meeks,Jrue Holiday,?,Thaddeus Young,Cory Higgins,Derrick Brown,Eduardo Najera,Gerald Henderson,Matt Carroll
2012,GSW,DAL,16,?,Dominic McGuire,Ekpe Udoh,Klay Thompson,Stephen Curry,Dirk Nowitzki,Ian Mahinmi,Rodrigue Beaubois,Shawn Marion,Vince Carter
2012,IND,PHI,23,Danny Granger,David West,George Hill,Paul George,?,Andre Iguodala,Evan Turner,Jrue Holiday,Spencer Hawes,Thaddeus Young
2012,CLE,NYK,31,Anderson Varejao,Antawn Jamison,?,Kyrie Irving,Omri Casspi,Amar'e Stoudemire,Carmelo Anthony,Landry Fields,Toney Douglas,Tyson Chandler
2012,MIA,TOR,16,Chris Bosh,Dwyane Wade,Mike Miller,?,Udonis Haslem,Amir Johnson,Ed Davis,Jerryd Bayless,Leandro Barbosa,Linas Kleiza
2012,CLE,CHA,4,Anderson Varejao,Antawn Jamison,Anthony Parker,?,Omri Casspi,Byron Mullens,Corey Maggette,D.J. Augustin,D.J. White,Gerald Henderson
2012,SAC,NYK,21,DeMarcus Cousins,Jason Thompson,John Salmons,?,Tyreke Evans,Carmelo Anthony,Henry Walker,Josh Harrellson,Landry Fields,Toney Douglas
2012,UTA,PHO,43,Al Jefferson,Derrick Favors,?,Gordon Hayward,Paul Millsap,Jared Dudley,Marcin Gortat,Markieff Morris,Shannon Brown,Steve Nash
2012,GSW,NYK,28,Brandon Rush,David Lee,Dorell Wright,?,Monta Ellis,Amar'e Stoudemire,Carmelo Anthony,Landry Fields,Toney Douglas,Tyson Chandler
2012,OKC,BOS,44,Daequan Cook,?,Kevin Durant,Russell Westbrook,Serge Ibaka,Avery Bradley,Kevin Garnett,Mickael Pietrus,Paul Pierce,Ray Allen
2012,WAS,PHI,37,Cartier Martin,Jan Vesely,Kevin Seraphin,Roger Mason,?,Andre Iguodala,Jodie Meeks,Lou Williams,Thaddeus Young,Tony Battie
2012,CHI,MEM,28,Carlos Boozer,?,Joakim Noah,Luol Deng,Ronnie Brewer,Jeremy Pargo,Josh Davis,Marc Gasol,Quincy Pondexter,Rudy Gay
2012,OKC,LAC,11,Derek Fisher,James Harden,Kevin Durant,?,Nick Collison,Blake Griffin,Eric Bledsoe,Kenyon Martin,Mo Williams,Nick Young
